,Date,Sulfa-Trimetho,Amoxy-Clav,Gentamicin,Cefuroxime,Ciprofloxacin,Cefotaxime,Ampicillin,Ceftazidime,Cefepime,Cefoxitin,Tetracycline,Amikacin,Tobramycin,Azithromycin,Penicillin,Nitrofurantoin,Pip-Tazo,Clindamycin,Levofloxacin,Imipenem,Meropenem,Tigecycline,Cloxacillin,Fucidin,Rifampicin,Moxifloxacin,Fosfomycin,Doripenem,Teicoplanin,Colistin,Ertapenem,Ofloxacin,Vancomycin,Streptomycin HL,Chloramphenicol,Voriconazole,Mupirocin,Naladixiic Acid,Telithromycin,Fluconazole,Ceftazidime-avibactam,Minocycline,Daptomycin
176,2018-06-26,0.0,0.2222222222222222,0.0,0.25,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,None,None,0.0,0.0,0.5,None,None,None,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
177,2018-06-27,0.6,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.3333333333333333,None,0.0,0.0,0.0,0.5,None,None,None,0.0,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None
178,2018-06-28,None,None,0.0,None,0.0,None,None,0.0,0.0,None,None,0.0,0.0,None,None,None,0.0,None,None,1.0,1.0,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
179,2018-06-29,0.16666666666666666,0.4,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.5,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,0.0
180,2018-06-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,0.5,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
181,2018-07-01,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
182,2018-07-02,0.5,0.7333333333333333,0.45454545454545453,0.5,0.2,0.5714285714285714,0.6666666666666666,0.5,0.625,0.4444444444444444,0.0,0.125,1.0,0.3333333333333333,0.5,0.14285714285714285,0.25,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
183,2018-07-03,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,None,None,0.0,0.0,None,None,None,0.0,None,0.0,None,None,None,None,None,0.5,None,None,None,None
184,2018-07-04,0.0,0.25,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
185,2018-07-05,0.5,0.5,0.25,0.5,0.2,0.3333333333333333,1.0,0.25,0.25,0.25,None,0.0,0.5,None,None,0.3333333333333333,0.25,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
186,2018-07-06,0.25,0.2727272727272727,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
187,2018-07-07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,1.0,1.0,0.0,0.0,1.0,None,0.0,0.0,0.0,1.0,1.0,0.0,None,None,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
188,2018-07-08,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
189,2018-07-09,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,None,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
190,2018-07-10,0.5,0.0,0.0,0.0,0.0,0.0,None,None,None,None,0.6666666666666666,None,None,0.3333333333333333,None,None,None,0.25,None,None,None,None,0.5,0.5,0.0,0.3333333333333333,None,None,0.0,None,None,None,0.0,None,None,None,None,None,0.0,None,None,None,None
191,2018-07-11,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2,0.6666666666666666,0.0,0.0,0.2,0.0,0.0,None,0.5,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,None,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
192,2018-07-12,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,None,0.0,None,None,None,0.16666666666666666,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
193,2018-07-13,0.5,0.6666666666666666,0.0,0.6666666666666666,0.5,0.0,1.0,0.0,0.0,0.5,None,0.0,None,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
194,2018-07-14,0.0,None,0.0,None,None,None,None,None,None,None,0.0,None,None,1.0,None,None,None,None,None,None,None,None,1.0,0.0,0.0,1.0,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
195,2018-07-15,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
196,2018-07-16,0.25,0.5,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,None,0.5,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
197,2018-07-17,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,None,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.5,None,0.0,0.0,0.0,None,0.0,0.5,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
198,2018-07-18,1.0,0.5,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
199,2018-07-19,1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,0.0,1.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
200,2018-07-20,0.1111111111111111,0.5,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
201,2018-07-21,0.5,0.5714285714285714,0.0,0.2,0.25,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,None,0.0,None,0.3333333333333333,0.0,None,0.5,0.0,0.0,0.0,None,None,None,0.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None
202,2018-07-22,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,None,None,0.0,1.0,0.0,0.0,None,0.0,None,0.5,0.0,0.0,0.0,0.0,0.0,None,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
203,2018-07-23,0.2,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,0.25,0.0,None,0.5,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
204,2018-07-24,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
205,2018-07-25,0.6666666666666666,0.2,0.2,0.16666666666666666,0.16666666666666666,0.125,1.0,0.16666666666666666,0.2,0.0,None,0.0,None,0.0,0.0,1.0,0.2,0.0,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
206,2018-07-26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,1.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
207,2018-07-27,0.0,None,0.0,None,0.0,1.0,None,0.0,0.0,None,0.0,0.0,None,0.0,1.0,None,0.0,0.0,None,0.0,0.0,0.5,0.0,0.0,0.0,0.0,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
208,2018-07-28,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,1.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
209,2018-07-29,0.0,0.0,None,0.0,0.0,None,None,None,None,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
210,2018-07-30,0.8333333333333334,0.3333333333333333,0.0,0.0,0.2,0.5,None,1.0,0.0,0.0,0.5,None,None,0.6666666666666666,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,None,0.0,None,None,None,0.0,None,None,None,None,None,1.0,None,None,None,None
211,2018-07-31,0.3333333333333333,0.25,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,None,0.0,None,None,None,0.0,0.0,None,1.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
212,2018-08-01,0.3333333333333333,0.5714285714285714,0.6,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,0.0,0.4,0.5,0.0,0.2,1.0,0.0,0.0,0.25,0.4,0.0,0.3333333333333333,0.2,0.2,0.0,None,None,None,None,None,0.5,None,0.0,0.0,None,0.0,None,None,1.0,None,None,None,1.0,None,None,None
213,2018-08-02,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,None,0.0,0.0,None,None,1.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
214,2018-08-03,0.2,0.6,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.25,None,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,None,None,0.0,None,0.0,None,None,0.0,None,None,None,1.0,None,None,None
215,2018-08-04,0.6666666666666666,0.6,0.6666666666666666,0.25,0.75,0.5,1.0,0.5,0.6666666666666666,0.3333333333333333,None,0.0,1.0,None,None,0.0,0.3333333333333333,None,1.0,0.3333333333333333,0.3333333333333333,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
216,2018-08-05,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None,0.0,1.0,None,None,0.0,None,None,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
217,2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,0.4,None,None,0.0,0.0,None,None,0.0,0.0,None,None,None,0.0,0.0,0.0,0.0,None,None,0.0,None,None,None,0.0,None,None,None,None,None,0.0,None,None,None,None
218,2018-08-07,0.6,0.14285714285714285,0.0,0.0,0.0,0.4,None,0.0,0.0,None,0.0,0.0,0.0,0.4,None,None,0.0,0.0,None,0.4,0.0,1.0,0.5,0.0,0.0,0.2,None,0.0,0.0,None,None,None,0.0,None,None,None,None,None,0.0,None,None,None,None
219,2018-08-08,0.25,0.2,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,None,0.0,0.0,None,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,None,0.0,None,None,None,None,None,None,None,1.0,None,None,None,None
220,2018-08-09,0.0,None,0.0,None,None,0.0,None,None,None,None,0.0,None,None,0.0,0.0,None,None,0.0,None,None,None,None,0.0,0.0,0.0,0.0,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
221,2018-08-10,0.5,0.0,0.5,0.0,0.5,None,None,0.0,1.0,0.0,None,0.0,1.0,0.0,None,0.0,1.0,0.0,0.0,1.0,1.0,None,0.0,0.0,0.0,None,0.0,1.0,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
222,2018-08-11,0.0,0.5,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,None,1.0,None,0.0,0.0,1.0,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
223,2018-08-12,0.4,0.25,0.3333333333333333,0.14285714285714285,0.5,0.25,1.0,0.3333333333333333,0.3333333333333333,0.25,0.5,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,0.3333333333333333,None,0.0,0.0,0.0,0.0,None,None,None,1.0,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,1.0,None,None,None,None
224,2018-08-13,0.5,0.0,0.0,0.0,0.5,0.0,None,0.0,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,None,1.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
225,2018-08-14,0.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
226,2018-08-15,0.75,0.2857142857142857,0.6666666666666666,0.2857142857142857,0.4,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.5,0.3333333333333333,1.0,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,0.25,None,None,None,0.0,0.0,1.0,None,1.0,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
227,2018-08-16,0.6666666666666666,0.2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,None,1.0,0.0,0.0,0.0,None,None,None,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,1.0,None,None,None,None,0.0,None,None,0.0,None
228,2018-08-17,0.2,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,None,0.6666666666666666,None,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,None,None,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,0.0
229,2018-08-18,0.5,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,0.0,1.0,None,None,0.0,None,None,None,0.0,0.0,0.0,0.0,0.0,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
230,2018-08-19,1.0,0.5,1.0,0.0,0.5,None,None,1.0,1.0,0.0,None,0.0,1.0,None,None,1.0,1.0,None,0.0,1.0,1.0,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None
231,2018-08-20,None,None,1.0,None,0.6,None,None,0.2,0.6,None,None,1.0,1.0,None,None,None,0.2,None,None,0.2,0.2,1.0,None,None,None,None,None,0.3333333333333333,None,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None
232,2018-08-21,0.5,0.0,0.0,0.0,1.0,0.0,None,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
233,2018-08-22,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,None,0.0,0.0,0.0,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None
234,2018-08-23,0.5,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,1.0,0.7142857142857143,0.5,0.0,None,0.42857142857142855,0.5,None,None,None,0.16666666666666666,None,None,0.16666666666666666,0.16666666666666666,0.5,None,None,None,None,None,0.25,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None
235,2018-08-24,0.0,0.5,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
236,2018-08-25,1.0,1.0,0.5,1.0,1.0,1.0,1.0,None,1.0,0.5,None,0.0,0.0,None,None,0.0,0.5,None,1.0,0.0,0.0,None,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
237,2018-08-26,None,0.0,None,0.0,None,0.0,None,None,None,None,1.0,None,None,0.0,None,None,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
238,2018-08-27,0.4,0.5555555555555556,0.2727272727272727,0.5,0.08333333333333333,0.2,1.0,0.3,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,0.1111111111111111,0.625,0.0,0.0,0.4444444444444444,0.6666666666666666,0.25,0.0,0.0,0.2,1.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,None,0.0,None,0.0,None,None,0.0,None,None,0.5,1.0,None,None,None
239,2018-08-28,1.0,0.5,1.0,0.0,0.3333333333333333,None,None,1.0,1.0,0.0,None,1.0,1.0,None,None,0.0,1.0,None,0.0,1.0,1.0,1.0,None,None,None,None,0.0,1.0,None,1.0,None,None,None,None,None,None,None,None,None,None,None,None,None
240,2018-08-29,0.0,0.5,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,0.0,0.0,None,0.0,0.0,None,None,None,0.0,1.0,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
241,2018-08-30,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
242,2018-08-31,0.5,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,None,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,0.0,None,None,0.0,None,None,None,1.0,None,None,None
243,2018-09-01,0.0,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,1.0,None,None,None,None,None,1.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
244,2018-09-02,0.6666666666666666,0.2,0.0,0.0,0.3333333333333333,0.0,None,0.0,0.5,0.0,0.0,0.0,0.0,0.5,None,None,0.5,0.0,None,0.0,0.5,1.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
245,2018-09-03,0.6,0.25,0.5,0.0,0.3333333333333333,0.0,None,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,None,0.5,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.0,0.0,None,0.0,None,None,None,None,None,1.0,None,None,None,None
246,2018-09-04,0.5,0.6666666666666666,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.3333333333333333,0.5,0.0,0.0,None,0.0,None,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None
247,2018-09-05,0.5555555555555556,0.4666666666666667,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,None,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,0.0,None,None,None,None
248,2018-09-06,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5,0.5,0.0,None,0.0,0.5,1.0,1.0,None,0.0,0.0,None,0.0,0.0,0.0,1.0,0.0,0.0,None,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
249,2018-09-07,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,None,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,None,None,1.0,None,0.0,None,0.0,None,None,None,None,None,None,0.0,None,None,None
250,2018-09-08,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,None,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,None,1.0,1.0,0.0,None,0.0,None,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
251,2018-09-09,0.6666666666666666,0.6,1.0,0.25,0.25,0.5,1.0,0.5,1.0,0.3333333333333333,None,0.3333333333333333,1.0,None,None,0.5,0.5,None,0.0,0.5,0.5,1.0,None,None,None,None,0.0,0.5,None,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None,None
252,2018-09-10,0.3333333333333333,0.3076923076923077,1.0,0.14285714285714285,0.0,0.2,None,None,1.0,0.3333333333333333,0.0,0.0,None,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,None,None,None,0.0,0.0,0.0,None,None,0.0,None,0.0,None,None,None,None,None,0.25,None,None,None,None
253,2018-09-11,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,0.0,None,None,0.0,None,None,None,0.0,None,None,None
254,2018-09-12,0.5,0.36363636363636365,0.0,0.3333333333333333,0.2857142857142857,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
255,2018-09-13,0.42857142857142855,0.36363636363636365,0.14285714285714285,0.4166666666666667,0.0,0.2222222222222222,0.6666666666666666,0.16666666666666666,0.2857142857142857,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,None,None,0.0,None,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
256,2018-09-14,0.0,0.14285714285714285,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.5,0.0,None,0.0,0.0,0.0,0.0,None,None,None,0.0,0.0,None,0.0,None,0.0,None,0.0,0.0,None,None,None,None,1.0,None,None,None,None
257,2018-09-15,0.0,0.5,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,0.0,0.3333333333333333,None,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
258,2018-09-16,0.3333333333333333,0.14285714285714285,None,0.0,0.0,0.0,None,None,None,0.0,0.0,None,None,0.0,None,0.0,None,0.0,0.0,None,None,None,None,None,None,0.0,0.0,None,None,None,None,None,0.0,None,None,None,None,None,0.0,None,None,None,None
259,2018-09-17,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,None,None,0.0,1.0,0.0,0.0,None,0.5,1.0,1.0,None,0.5,1.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,None,0.0,None,None,None,None,None,None,None,None,None,None
260,2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,None,0.0,None,None,None,0.3333333333333333,0.0,None,0.0,0.0,0.0,0.0,None,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
261,2018-09-19,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,None,1.0,None,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,None,0.0,None,0.0,None,0.0,None,None,0.0,None,None,None,0.0,None,None,None
262,2018-09-20,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,0.0,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None
263,2018-09-21,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,None,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,None,0.0,None,0.0,None,None,None,None,None,1.0,None,None,0.0,None
264,2018-09-22,1.0,1.0,1.0,1.0,1.0,1.0,None,None,1.0,1.0,None,0.0,None,None,None,0.0,0.0,None,1.0,0.0,0.0,None,None,None,None,None,0.0,0.0,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
265,2018-09-23,0.3333333333333333,0.0,0.4,None,0.0,None,None,0.0,0.0,None,0.0,0.0,0.0,1.0,None,None,0.0,0.0,1.0,0.0,0.0,None,0.0,0.0,0.0,0.0,None,0.0,0.0,None,None,None,0.0,0.0,None,None,None,None,None,None,None,0.0,None
266,2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0.0,None,None,None,0.0,0.0,None,None,0.0,0.0,0.0,None,None,None,None,None,None,None,None,0.0,None,None,None,None,None,None,None,None,None,None,None,None
